Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar	Seed
17.920982122421265	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	30049	21
33.56037211418152	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	60098	21
48.62011194229126	2	0.110552765	0.9176325	9.0	0.0	151.0	0.0	0.00073213753	0.00073213753	0.00073213753	0.00073213753	30049	90147	21
63.111407995224	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	120196	21
78.26834893226624	4	0.47738692	3.7346997	37.0	0.0	151.0	0.0	0.0031615028	0.0031615028	0.0031615028	0.0031615028	30049	150245	21
93.00297904014587	5	0.47738692	2.9035144	23.0	0.0	151.0	0.0	0.0031615028	0.0031615028	0.0031615028	0.0031615028	30049	180294	21
107.56679821014404	6	0.8190955	5.5363064	58.0	0.0	151.0	0.0	0.0054244734	0.0054244734	0.0054244734	0.0054244734	30049	210343	21
122.1680920124054	7	0.17085427	1.4668721	17.0	0.0	151.0	0.0	0.0011314852	0.0011314852	0.0011314852	0.0011314852	30049	240392	21
136.69954109191895	8	0.38693467	3.1473095	29.0	0.0	151.0	0.0	0.0025624812	0.0025624812	0.0025624812	0.0025624812	30049	270441	21
151.17006993293762	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	300490	21
165.4438979625702	10	0.0050251256	0.070709795	1.0	0.0	151.0	0.0	3.327898e-05	3.327898e-05	3.327898e-05	3.327898e-05	30049	330539	21
179.74868988990784	11	0.28643215	3.2397292	45.0	0.0	151.0	0.0	0.0018969018	0.0018969018	0.0018969018	0.0018969018	30049	360588	21
194.03556299209595	12	0.17085427	2.4041328	34.0	0.0	151.0	0.0	0.0011314852	0.0011314852	0.0011314852	0.0011314852	30049	390637	21
208.27741384506226	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	420686	21
222.5498697757721	14	0.2512563	2.8136754	38.0	0.0	151.0	0.0	0.0016639489	0.0016639489	0.0016639489	0.0016639489	30049	450735	21
236.76078295707703	15	0.2713568	2.910168	38.0	0.0	151.0	0.0	0.0017970648	0.0017970648	0.0017970648	0.0017970648	30049	480784	21
251.14112305641174	16	0.6281407	4.7205753	48.0	0.0	151.0	0.0	0.0041598724	0.0041598724	0.0041598724	0.0041598724	30049	510833	21
265.4724130630493	17	0.31658292	3.4357393	47.0	0.0	151.0	0.0	0.0020965757	0.0020965757	0.0020965757	0.0020965757	30049	540882	21
279.77597188949585	18	0.13065326	1.1574601	14.0	0.0	151.0	0.0	0.00086525345	0.00086525345	0.00086525345	0.00086525345	30049	570931	21
294.1385688781738	19	0.6432161	4.0990677	41.0	0.0	151.0	0.0	0.0042597093	0.0042597093	0.0042597093	0.0042597093	30049	600980	21
308.4200220108032	20	0.37185928	2.9214876	32.0	0.0	151.0	0.0	0.0024626444	0.0024626444	0.0024626444	0.0024626444	30049	631029	21
322.8184220790863	21	0.36683416	2.9622598	28.0	0.0	151.0	0.0	0.0024293654	0.0024293654	0.0024293654	0.0024293654	30049	661078	21
337.1196639537811	22	1.2613065	5.7800612	40.0	0.0	151.0	0.0	0.008353024	0.008353024	0.008353024	0.008353024	30049	691127	21
351.6764669418335	23	2.1809046	8.365245	49.0	0.0	151.0	0.0	0.014443076	0.014443076	0.014443076	0.014443076	30049	721176	21
369.0036518573761	24	0.6231156	3.1196682	25.0	0.0	151.0	0.0	0.004126593	0.004126593	0.004126593	0.004126593	30049	751225	21
385.3174080848694	25	1.5979899	6.1627183	38.0	0.0	151.0	0.0	0.010582715	0.010582715	0.010582715	0.010582715	30049	781274	21
399.72063279151917	26	1.4924623	5.9940257	47.0	0.0	151.0	0.0	0.009883856	0.009883856	0.009883856	0.009883856	30049	811323	21
414.03684091567993	27	1.7889447	6.403962	42.0	0.0	151.0	0.0	0.011847316	0.011847316	0.011847316	0.011847316	30049	841372	21
429.28094005584717	28	1.1005025	4.6989737	43.0	0.0	151.0	0.0	0.007288096	0.007288096	0.007288096	0.007288096	30049	871421	21
446.5074760913849	29	0.8442211	4.7129517	38.0	0.0	151.0	0.0	0.005590868	0.005590868	0.005590868	0.005590868	30049	901470	21
