Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
7.306758165359497	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.02040656	-0.02040656	-0.6918555	0.030588064	0.00015970967	3.5322544e-05	0.6918714	1008	1008
13.443281173706055	1	-0.40660846	0.086677596	-0.2235476	-0.68927497	21.0	0.0	-0.019362308	-0.019362308	-0.019362753	-0.019362753	-0.6938086	0.023323283	0.000119467106	5.681181e-05	0.69382054	1008	2016
17.192829370498657	2	-0.42560825	0.09744941	-0.18877608	-0.6960489	21.0	0.0	-0.020267058	-0.020267058	-0.020265762	-0.020265762	-0.69071263	0.021409355	0.00012000007	0.00011966769	0.6907246	1008	3024
20.61008906364441	3	-0.42614755	0.08177438	-0.24541079	-0.62597954	21.0	0.0	-0.02029274	-0.02029274	-0.020292131	-0.020292131	-0.6945223	0.014994524	0.00012061928	0.0001948762	0.6945343	1008	4032
24.023362159729004	4	-0.4251957	0.08551091	-0.26275164	-0.636633	21.0	0.0	-0.020247415	-0.020247415	-0.020250104	-0.020250104	-0.6927643	0.023854315	0.00015783528	0.00026055658	0.69278	1008	5040
27.363283395767212	5	-0.39949393	0.06891107	-0.29009503	-0.5712438	21.0	0.0	-0.01902352	-0.01902352	-0.019020025	-0.019020025	-0.69063616	0.033600364	0.0013019108	0.0017795099	0.6907664	1008	6048
30.610586166381836	6	-0.41796723	0.100615494	-0.18103115	-0.66015565	21.0	0.0	-0.019903202	-0.019903202	-0.01990403	-0.01990403	-0.69281703	0.02124368	0.0006495384	0.0010599022	0.69288206	1008	7056
33.8473641872406	7	-0.40965787	0.09557299	-0.19155326	-0.6420662	21.0	0.0	-0.019507516	-0.019507516	-0.019506956	-0.019506956	-0.69091016	0.020132987	0.00038511987	0.0006597647	0.69094867	1008	8064
37.1250581741333	8	-0.43624377	0.11932851	-0.2519511	-0.7868616	21.0	0.0	-0.020773513	-0.020773513	-0.020735817	-0.020735817	-0.68329	0.103893556	0.060985576	0.073001035	0.68938863	1008	9072
40.35466814041138	9	-0.45236707	0.10510372	-0.2165469	-0.741984	21.0	0.0	-0.021541288	-0.021541288	-0.02147357	-0.02147357	-0.66816235	0.1995679	0.17298803	0.17032005	0.68546104	1008	10080
43.636754274368286	10	-0.4363264	0.10413374	-0.2729541	-0.7547196	21.0	0.0	-0.020777449	-0.020777449	-0.020727782	-0.020727782	-0.6536035	0.15734841	0.16616975	0.17524089	0.6702205	1008	11088
46.919459104537964	11	-0.44946468	0.10180479	-0.30829713	-0.69342196	21.0	0.0	-0.02140308	-0.02140308	-0.021368353	-0.021368353	-0.6798364	0.112990536	0.07286007	0.07225212	0.6871224	1008	12096
50.193294048309326	12	-0.44851366	0.1012401	-0.2796826	-0.7841807	21.0	0.0	-0.021357795	-0.021357795	-0.021354577	-0.021354577	-0.6925702	0.08239485	0.036502138	0.03830842	0.69622046	1008	13104
53.43170619010925	13	-0.5235233	0.111377075	-0.27357146	-0.7818406	21.0	0.0	-0.02492968	-0.02492968	-0.024788845	-0.024788845	-0.6461375	0.22981459	0.22956339	0.19955555	0.6690937	1008	14112
56.913841247558594	14	-0.29362175	1.4076583	9.32363	-0.7832734	21.0	0.0	-0.013981988	-0.013981988	-0.013836484	-0.013836484	-0.65222746	0.26661542	0.27467018	0.18021494	0.6796945	1008	15120
60.26582312583923	15	-0.5334623	0.11796488	-0.24241371	-0.8030623	21.0	0.0	-0.025402967	-0.025402967	-0.025284316	-0.025284316	-0.66969335	0.2090759	0.1995292	0.1652612	0.68964624	1008	16128
63.958577156066895	16	0.87251925	4.953898	19.370358	-0.8832636	21.0	0.0	0.041548535	0.041548535	0.041685984	0.041685984	-0.64103293	0.24921645	0.33332673	0.319426	0.67436564	1008	17136
67.62668108940125	17	1.4822234	6.055124	29.14611	-0.8572477	21.0	0.0	0.07058207	0.07058207	0.07071558	0.07071558	-0.6904838	0.25805458	0.22795692	0.20089903	0.7132796	1008	18144
70.67595911026001	18	9.732845	16.617281	59.01602	-0.8401767	21.0	0.0	0.46346882	0.46346882	0.46369693	0.46369693	-0.6175919	0.31528503	0.3702973	0.3514202	0.65462166	1008	19152
74.06560730934143	19	9.338963	17.212793	59.22579	-0.93915075	21.0	0.0	0.4447125	0.4447125	0.44482967	0.44482967	-0.7080171	0.29909238	0.2891686	0.22312136	0.736934	1008	20160
77.00867033004761	20	11.819034	17.193226	59.273537	-0.83178777	21.0	0.0	0.56281114	0.56281114	0.5630986	0.5630986	-0.6006062	0.3001902	0.4221353	0.35161617	0.6428197	1008	21168
