Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
6.809360027313232	0	-293.0804041539621	-15.09885815500331	44.91749211496865	-169.51049855229772	-438.79819149670374	20.0	0.0	252	10080	-295.883961316968	-14.981533373787675
12.615796089172363	1	-292.71340348683583	-14.974325678420493	48.92237951774656	-145.38533343567948	-426.2653091315143	20.0	0.0	252	20160	-272.84082463442604	-13.820683202653404
17.896538972854614	2	-293.37408175760623	-15.26745748049488	46.957524106292986	-160.11840135665327	-431.05269850549445	20.0	0.0	252	30240	-296.2128169793165	-15.290309557726566
23.188365936279297	3	-288.3579211336302	-14.740882931267658	49.95127531898372	-158.7199775387564	-442.0830954300941	20.0	0.0	252	40320	-280.268242267217	-14.104521448035962
28.55488896369934	4	-284.8231986216694	-14.46902551828383	50.68802942014424	-101.10740628559648	-443.9533697960295	20.0	0.0	252	50400	-284.2803596044141	-14.768483068860553
33.847960233688354	5	-283.7606712558355	-14.208127784145512	49.95171629940925	-129.65315299364147	-444.8850662727471	20.0	0.0	252	60480	-275.9903845107979	-13.251766474153323
39.34717392921448	6	-282.0549428921089	-14.022129266459405	49.56660497185509	-121.15011927850166	-429.53519368523274	20.0	0.0	252	70560	-275.52133265935737	-13.490570020892344
45.245506048202515	7	-277.4268837035609	-13.769830926206177	49.27225110076417	-122.28218772689056	-399.7117663041958	20.0	0.0	252	80640	-273.77525844159953	-14.075754042139677
51.53363490104675	8	-274.4520636988786	-13.318334901151909	45.9060228816599	-107.08327749817217	-416.69068207038504	20.0	0.0	252	90720	-260.72585565505966	-12.449180039851969
57.262470960617065	9	-264.2665003868713	-12.553333899031035	49.0128637831782	-137.10235057282904	-426.51574228966984	20.0	0.0	252	100800	-262.2379792434809	-12.69371573710346
63.132503032684326	10	-258.6656653528559	-11.925208992460858	46.794381570774306	-132.65357259996378	-383.7453707390413	20.0	0.0	252	110880	-247.30915676636823	-11.011382215632949
68.51778483390808	11	-249.4238792579388	-11.337252881827984	49.477045726283094	-109.20944442778084	-374.64192808051007	20.0	0.0	252	120960	-235.43150775785537	-10.487133550797408
74.19517707824707	12	-244.85422778233794	-10.704188496216647	48.345356084359516	-127.90827139774603	-431.05061101129206	20.0	0.0	252	131040	-236.87033445056844	-10.266781214359677
79.49494409561157	13	-236.14709578419718	-10.153037752681463	47.75777383094505	-108.49281263097762	-383.7775596137504	20.0	0.0	252	141120	-227.59056571887152	-9.266355957742062
85.26725506782532	14	-228.58507588395435	-9.390236638905703	48.375994878899505	-114.67250801943881	-390.24302139036524	20.0	0.0	252	151200	-210.93928967983553	-8.297727898392077
91.1811249256134	15	-213.89627741281845	-8.374313992902213	45.97260186232898	-109.17677703728965	-372.80345122183303	20.0	0.0	252	161280	-199.624363049678	-7.392188004218291
97.78662610054016	16	-202.90332685361878	-7.500675033341675	45.416405621439544	-91.47026378861003	-402.87303213369785	20.0	0.0	252	171360	-188.7567291612686	-6.458317595607291
104.09299802780151	17	-193.14532793340143	-7.150355097231138	43.96733625768554	-95.87320381285781	-351.5100119262441	20.0	0.0	252	181440	-184.52069218812508	-6.560646829893912
109.99370503425598	18	-179.79420865738166	-6.18629556587342	37.08437877683547	-94.32835007070071	-305.9026688015145	20.0	0.0	252	191520	-174.20962613817684	-5.980703110886054
115.84516787528992	19	-176.9894153568802	-6.062276531459164	36.29976470097522	-97.1118968411195	-339.8291784271577	20.0	0.0	252	201600	-170.76860955316783	-5.281385062464325
121.49423813819885	20	-167.88024794202994	-5.492217392492259	35.56804363708547	-89.32386216112185	-301.60689461197745	20.0	0.0	252	211680	-154.3807314703606	-5.226935142364909
127.12526106834412	21	-162.441360750477	-5.146975354214439	38.000356902191285	-87.72414488570634	-324.02159234003045	20.0	0.0	252	221760	-156.65182817734976	-4.952757012567723
133.35773301124573	22	-155.01685231846452	-4.922286580297802	33.965450694244275	-75.26480895558974	-293.3662429043671	20.0	0.0	252	231840	-144.2722977119586	-4.968742999307306
139.02528285980225	23	-146.42365925858476	-4.420475627096137	30.258855082773987	-79.38747159366561	-278.96186637265373	20.0	0.0	252	241920	-139.54847163578197	-4.153341365116453
144.80214405059814	24	-139.8898622168991	-4.169762736106963	32.12145722358966	-72.75307602828963	-312.50303523288994	20.0	0.0	252	252000	-137.73767680307512	-3.7490517143841178
150.3661231994629	25	-134.96436179436768	-3.9376209154855117	31.14566501408524	-72.97657608533122	-265.66282722829845	20.0	0.0	252	262080	-131.20581459986383	-3.686050405719202
155.84811806678772	26	-128.5979415680149	-3.5435326992610667	28.326387268636864	-68.08870493014834	-251.37305564029137	20.0	0.0	252	272160	-123.58415019635362	-3.1425097099640396
161.14440989494324	27	-121.07036984280326	-3.417742428726471	26.5393492400053	-75.55264550306111	-260.11799990492324	20.0	0.0	252	282240	-121.46647403852052	-3.2860770147828844
166.68161702156067	28	-116.61225440888425	-3.141225862397701	23.451384472081504	-53.357961630511035	-208.3458997656425	20.0	0.0	252	292320	-112.33639744821009	-2.9782519285186098
172.10959124565125	29	-113.16835298700674	-3.07044898613914	24.715790507780277	-65.83243952873092	-220.8261106302434	20.0	0.0	252	302400	-106.95059391292678	-2.933922283697249
177.62408089637756	30	-108.2365250033675	-2.804657702021377	24.044455510517775	-64.45236933923493	-329.52447845494476	20.0	0.0	252	312480	-107.39069247074151	-2.8638454304803
183.30041003227234	31	-102.29424073477377	-2.6709548872551334	19.470408426882575	-55.14600305732654	-200.845693761512	20.0	0.0	252	322560	-103.08234008293046	-2.8035231968389795
188.64747190475464	32	-101.76560676672958	-2.671449392281132	21.002220567208216	-62.826130112632704	-209.5100163527453	20.0	0.0	252	332640	-93.78091229207352	-2.1609101443115226
193.94185090065002	33	-98.11490096355644	-2.407393477072579	20.25279682340278	-59.516147098549666	-256.988556882592	20.0	0.0	252	342720	-92.074236293781	-2.347594009640705
199.16420602798462	34	-91.77973058827756	-2.2090322960643833	17.36015826553894	-56.72763754788695	-196.595098888431	20.0	0.0	252	352800	-91.51189506363146	-2.312469760039668
204.41242599487305	35	-89.54771035417065	-2.2813237544712837	17.211268329471245	-54.94577835808822	-195.73882665144737	19.99375	0.13678792892649563	252	362880	-87.49891295986635	-2.124227088767309
210.82824087142944	36	-88.91683401780863	-2.1697997578241814	18.101447054327544	-54.984707569273205	-206.24017246628378	20.0	0.0	252	372960	-82.58632355596798	-2.0807826656970403
216.9631712436676	37	-82.55192455371268	-2.069194420604453	15.089820128658426	-46.19662546624947	-141.02466651249551	19.991666666666667	0.18238390523532738	252	383040	-82.85450870177043	-2.0771656828622227
222.4861478805542	38	-84.29180919502818	-2.073436422884315	20.88141428520222	-49.43738806902456	-234.63843754434657	19.99375	0.13678792892649566	252	393120	-80.46662348255211	-1.948957870447346
