Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar	Seed
6.0197131633758545	0	-0.43828234	0.1062327	-0.24509872	-0.7192508	21.0	0.0	-0.020870587	-0.020870587	-0.020874904	-0.020874904	-0.6932433	0.024576314	4.6521614e-05	2.551373e-05	0.6932479	1008	1008	20
11.319527864456177	1	-0.43503642	0.09947566	-0.24850929	-0.8035198	21.0	0.0	-0.02071602	-0.02071602	-0.020717569	-0.020717569	-0.6915791	0.019192988	9.085756e-05	5.2599436e-05	0.69158816	1008	2016	20
13.85577917098999	2	-0.3899795	0.091013364	-0.20664154	-0.68557185	21.0	0.0	-0.018570453	-0.018570453	-0.018569324	-0.018569324	-0.69134414	0.024434756	7.596655e-05	7.817621e-05	0.6913517	1008	3024	20
16.558817148208618	3	-0.4214004	0.07902766	-0.23573095	-0.6423769	21.0	0.0	-0.020066686	-0.020066686	-0.020064596	-0.020064596	-0.6931964	0.015925586	0.00021058685	0.00015713807	0.6932175	1008	4032	20
19.37463116645813	4	-0.41850016	0.09892032	-0.22079805	-0.69864225	21.0	0.0	-0.019928576	-0.019928576	-0.019930469	-0.019930469	-0.69427407	0.016461117	0.00033351494	0.00035241194	0.6943073	1008	5040	20
22.098671197891235	5	-0.40042606	0.10845484	-0.23691902	-0.66753256	21.0	0.0	-0.019067906	-0.019067906	-0.019064974	-0.019064974	-0.69476664	0.02205101	0.00038193743	0.00051227957	0.69480485	1008	6048	20
24.655927181243896	6	-0.40754423	0.08263624	-0.26313776	-0.63263565	21.0	0.0	-0.019406868	-0.019406868	-0.019403148	-0.019403148	-0.696068	0.024246704	0.0015766086	0.002296733	0.69622564	1008	7056	20
27.42848300933838	7	-0.40741095	0.09839517	-0.20370692	-0.6358307	21.0	0.0	-0.019400518	-0.019400518	-0.019402906	-0.019402906	-0.69441956	0.012218126	0.00031607316	0.00038586053	0.69445115	1008	8064	20
30.6877760887146	8	-0.40708718	0.104469426	-0.16923924	-0.69198126	21.0	0.0	-0.019385101	-0.019385101	-0.019383522	-0.019383522	-0.69607925	0.015471654	7.584371e-05	6.9044916e-05	0.6960868	1008	9072	20
35.21036124229431	9	-0.42319047	0.08626931	-0.22454236	-0.63721746	21.0	0.0	-0.020151926	-0.020151926	-0.020154942	-0.020154942	-0.69251245	0.022176275	0.0012304018	0.002488252	0.69263554	1008	10080	20
38.92642617225647	10	-0.41576934	0.0975435	-0.2547109	-0.6709981	21.0	0.0	-0.01979854	-0.01979854	-0.01976183	-0.01976183	-0.68428886	0.12329156	0.07237402	0.09771548	0.6915263	1008	11088	20
42.012572288513184	11	-0.4459013	0.102218	-0.26274282	-0.80938786	21.0	0.0	-0.021233397	-0.021233397	-0.02117773	-0.02117773	-0.7034934	0.19391097	0.13721812	0.14780948	0.7172152	1008	12096	20
45.609580993652344	12	-0.45158818	0.10232184	-0.26534843	-0.65397906	21.0	0.0	-0.0215042	-0.0215042	-0.021395655	-0.021395655	-0.66720426	0.23183197	0.24735408	0.21745917	0.6919397	1008	13104	20
48.905364990234375	13	-0.45032752	0.10201692	-0.26507112	-0.7365021	21.0	0.0	-0.021444166	-0.021444166	-0.021264894	-0.021264894	-0.63442385	0.30842394	0.36064136	0.27487704	0.670488	1008	14112	20
51.640159130096436	14	-0.4759809	0.09000068	-0.2787388	-0.66175926	21.0	0.0	-0.022665758	-0.022665758	-0.02237699	-0.02237699	-0.614969	0.3099291	0.39428794	0.2968132	0.65439785	1008	15120	20
54.85828924179077	15	-0.51895696	0.116617285	-0.26239166	-0.78522795	21.0	0.0	-0.024712233	-0.024712233	-0.024488758	-0.024488758	-0.6639224	0.33679977	0.4034513	0.22033879	0.7042676	1008	16128	20
58.42857027053833	16	-0.13218682	2.8558419	19.433098	-0.74910325	21.0	0.0	-0.006294607	-0.006294607	-0.0061470056	-0.0061470056	-0.6477853	0.2715013	0.3195907	0.19411471	0.6797444	1008	17136	20
62.225746154785156	17	0.26350257	3.4154568	19.36503	-0.81344885	21.0	0.0	0.012547743	0.012547743	0.012786463	0.012786463	-0.6378266	0.341575	0.39760596	0.22435531	0.67758715	1008	18144	20
65.20877408981323	18	1.0877429	5.4895935	29.169254	-1.0106369	21.0	0.0	0.051797286	0.051797286	0.052061625	0.052061625	-0.5728962	0.27770337	0.41745847	0.28259173	0.614642	1008	19152	20
68.2661771774292	19	3.339492	10.125258	39.35296	-0.90524805	21.0	0.0	0.15902342	0.15902342	0.15922903	0.15922903	-0.6709563	0.3205531	0.36046356	0.22022547	0.70700264	1008	20160	20
71.09193301200867	20	7.2956595	17.374666	69.19556	-0.79481554	21.0	0.0	0.34741235	0.34741235	0.34773535	0.34773535	-0.65736574	0.34855887	0.4196378	0.265983	0.6993295	1008	21168	20
74.05855512619019	21	8.482878	16.781858	59.282204	-0.95019895	21.0	0.0	0.40394655	0.40394655	0.40434635	0.40434635	-0.63648444	0.34295025	0.46109006	0.265429	0.68259346	1008	22176	20
77.0802071094513	22	13.428304	19.187613	69.22302	-0.9369334	21.0	0.0	0.63944304	0.63944304	0.63975084	0.63975084	-0.5796161	0.31529477	0.40843505	0.23477057	0.6204597	1008	23184	20
79.95388507843018	23	21.57253	26.370167	88.98574	-0.9042595	21.0	0.0	1.0272633	1.0272633	1.0276366	1.0276366	-0.56917477	0.3288907	0.50259614	0.3061912	0.61943436	1008	24192	20
82.83199405670166	24	30.0687	27.929623	79.18271	-0.8202819	21.0	0.0	1.4318429	1.4318429	1.4323094	1.4323094	-0.56732786	0.39057976	0.5995301	0.32681113	0.62728083	1008	25200	20
85.70327496528625	25	33.170715	27.798563	98.894516	-0.8015861	21.0	0.0	1.5795579	1.5795579	1.579981	1.579981	-0.5964789	0.36794195	0.5632696	0.3258616	0.6528058	1008	26208	20
88.6666841506958	26	39.595974	25.106552	88.978096	-0.89947236	21.0	0.0	1.8855225	1.8855225	1.8860074	1.8860074	-0.6083261	0.44933856	0.6852201	0.3466669	0.6768481	1008	27216	20
91.51345300674438	27	47.8485	27.474962	98.79267	-0.8699538	21.0	0.0	2.2785	2.2785	2.2790155	2.2790155	-0.58208597	0.42774674	0.8755024	0.4076997	0.66963625	1008	28224	20
94.42770004272461	28	48.898815	25.85794	89.13013	-0.80080384	21.0	0.0	2.328515	2.328515	2.3292143	2.3292143	-0.57962555	0.4331117	1.1097789	0.5535997	0.6906035	1008	29232	20
97.46180200576782	29	58.389935	29.625662	108.84375	-1.0941416	21.0	0.0	2.780473	2.780473	2.781342	2.781342	-0.4943694	0.59923345	1.3539796	0.5067764	0.6297673	1008	30240	20
100.41106510162354	30	58.368134	26.003399	108.878654	-0.95075554	21.0	0.0	2.779435	2.779435	2.7803316	2.7803316	-0.44516212	0.4195161	1.3264196	0.44334665	0.5778041	1008	31248	20
103.28029108047485	31	64.39886	27.877811	108.99952	-0.8348346	21.0	0.0	3.066612	3.066612	3.06744	3.06744	-0.4484304	0.44267738	1.4642327	0.5883491	0.59485364	1008	32256	20
106.28955316543579	32	70.35256	24.707428	118.68732	-0.97741556	21.0	0.0	3.350122	3.350122	3.3509681	3.3509681	-0.5499673	0.6204325	1.5977132	0.5764059	0.7097386	1008	33264	20
109.08857798576355	33	73.6132	22.474823	108.79898	19.040455	21.0	0.0	3.5053904	3.5053904	3.506325	3.506325	-0.49645913	0.6259165	1.5530028	0.6044795	0.6517594	1008	34272	20
111.96248412132263	34	65.89303	27.106005	108.77641	-1.1408156	21.0	0.0	3.1377633	3.1377633	3.1388686	3.1388686	-0.44303727	0.49553803	1.7141125	0.50046086	0.61444855	1008	35280	20
114.72517204284668	35	74.812004	23.416515	118.563354	18.962898	21.0	0.0	3.562476	3.562476	3.5634234	3.5634234	-0.39586616	0.49314317	1.6595585	0.463791	0.56182206	1008	36288	20
117.4622871875763	36	72.929054	27.173992	118.456894	-1.0791627	21.0	0.0	3.4728122	3.4728122	3.4738667	3.4738667	-0.4202609	0.5231252	1.8767178	0.5622073	0.6079327	1008	37296	20
120.57454323768616	37	78.855675	27.753849	128.54034	-0.97250414	21.0	0.0	3.755032	3.755032	3.75602	3.75602	-0.4524914	0.5307699	1.8802152	0.5353413	0.64051294	1008	38304	20
123.40971612930298	38	71.40402	25.254345	118.45943	-0.9131898	21.0	0.0	3.4001915	3.4001915	3.4011943	3.4011943	-0.5067587	0.5205389	1.8916309	0.6673068	0.6959217	1008	39312	20
126.14513421058655	39	73.18927	26.207434	127.98639	8.7156925	21.0	0.0	3.4852033	3.4852033	3.486356	3.486356	-0.38554555	0.52244604	2.0328174	0.56925035	0.5888273	1008	40320	20
128.9540662765503	40	83.76168	27.328657	138.02318	18.760979	21.0	0.0	3.9886513	3.9886513	3.9896107	3.9896107	-0.47154817	0.55677927	1.9798214	0.5471949	0.6695303	1008	41328	20
131.5833010673523	41	88.50088	26.084164	138.03549	19.027111	21.0	0.0	4.2143273	4.2143273	4.215213	4.215213	-0.5021055	0.5216627	1.8346584	0.48129454	0.6855714	1008	42336	20
134.5780930519104	42	86.60172	25.815926	128.20135	8.818224	21.0	0.0	4.1238923	4.1238923	4.124923	4.124923	-0.3922829	0.42898998	1.9687366	0.6768403	0.58915657	1008	43344	20
137.39431190490723	43	91.41861	17.949131	118.67964	38.61656	21.0	0.0	4.353267	4.353267	4.354279	4.354279	-0.42836004	0.52732944	1.9913454	0.48692372	0.6274946	1008	44352	20
140.10170912742615	44	91.992035	22.239561	128.46039	-0.8378473	21.0	0.0	4.3805733	4.3805733	4.381519	4.381519	-0.43620068	0.47904855	1.9866492	0.61894375	0.6348656	1008	45360	20
142.8629171848297	45	92.38104	24.05602	138.19292	9.088945	21.0	0.0	4.3990974	4.3990974	4.4000444	4.4000444	-0.4252419	0.4850178	1.9543319	0.6074353	0.620675	1008	46368	20
