,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-163.7138002322129,34.436678410597544,-237.96700231995283,-119.82045863124569,,
1,0,-30.23825006111965,19.095551377618126,-67.04121623870489,3.5482021852614736,,
2,1,85.81423755725982,34.6072829028428,51.79449347273922,174.811511600874,,
3,2,141.40433793081613,32.3487191980417,95.29433289784657,207.25702548916712,,
4,3,169.31253032501257,25.784428525308346,130.6708649413153,216.5140165797523,,
5,4,239.39114336602725,28.893037376394613,196.71060011569296,276.85763327464406,,
6,5,252.62344832850417,30.18316146021071,203.80707517994207,306.6151067004603,,
7,6,280.3317498890882,40.910788208778634,205.47004255339712,337.49706450340136,,
8,7,315.04825355967847,43.89000518118207,248.3576061217173,385.24125613500127,,
9,8,331.07956776938835,41.56123788950613,267.38580264462115,388.0247429752135,,
10,9,350.99063674387224,44.00831485374909,293.30398878746644,438.9242720929542,,
11,10,302.62171038160767,37.05075660069948,243.94844958737895,347.9556067004586,,
