Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7892677783966064	0	20.836735	10.180708	51.0	9.0	20.836734693877553	10.180707923694298	1021	1021
1.222172737121582	1	25.925	13.950605	72.0	10.0	25.925	13.950604825598067	1037	2058
1.527791976928711	2	35.066666	15.07964	74.0	12.0	35.06666666666667	15.079640431905382	1052	3110
1.8184959888458252	3	41.24	18.740927	109.0	19.0	41.24	18.740928472196888	1031	4141
2.106282949447632	4	45.68182	17.527605	77.0	18.0	45.68181818181818	17.52760514584809	1005	5146
2.428118944168091	5	53.55	16.107376	83.0	27.0	53.55	16.107374087665562	1071	6217
2.723296880722046	6	59.117645	21.34281	98.0	18.0	59.11764705882353	21.342810755246276	1005	7222
3.0123069286346436	7	64.5625	23.840534	109.0	26.0	64.5625	23.840534678358203	1033	8255
3.296889066696167	8	69.13333	26.305555	127.0	35.0	69.13333333333334	26.305554968907657	1037	9292
3.5859928131103516	9	65.125	21.28343	138.0	47.0	65.125	21.28342958735739	1042	10334
3.871004819869995	10	69.26667	26.362766	156.0	37.0	69.26666666666667	26.362768359099835	1039	11373
4.155113935470581	11	79.53846	41.34213	197.0	44.0	79.53846153846153	41.342128605493166	1034	12407
4.4411749839782715	12	93.0	26.34043	166.0	60.0	93.0	26.340428656690115	1023	13430
4.729197025299072	13	107.2	30.514914	176.0	69.0	107.2	30.51491438624726	1072	14502
5.0101869106292725	14	129.75	45.17397	200.0	75.0	129.75	45.17396927435091	1038	15540
5.332507848739624	15	112.0	52.98113	200.0	49.0	112.0	52.98112871579842	1120	16660
5.648744821548462	16	105.4	35.33327	172.0	50.0	105.4	35.3332704401956	1054	17714
5.954876899719238	17	96.72727	27.416288	160.0	67.0	96.72727272727273	27.41628881818222	1064	18778
6.249731063842773	18	145.85715	34.165264	200.0	111.0	145.85714285714286	34.165264613675234	1021	19799
6.5546557903289795	19	133.125	28.228697	175.0	83.0	133.125	28.22869772058215	1065	20864
6.873453855514526	20	149.42857	35.840347	200.0	103.0	149.42857142857142	35.840348941450024	1046	21910
7.162540912628174	21	143.0	26.827492	200.0	103.0	143.0	26.827491230345892	1001	22911
7.472691774368286	22	130.125	22.053556	183.0	102.0	130.125	22.053556969341702	1041	23952
7.79157280921936	23	146.57143	28.554995	200.0	106.0	146.57142857142858	28.554995274067913	1026	24978
8.102554082870483	24	153.14285	38.12921	200.0	107.0	153.14285714285714	38.12921104211151	1072	26050
8.397221088409424	25	167.66667	34.86482	200.0	109.0	167.66666666666666	34.864818306647685	1006	27056
8.744588851928711	26	196.83333	4.561311	200.0	189.0	196.83333333333334	4.561310727801336	1181	28237
9.089864730834961	27	199.16667	1.86339	200.0	195.0	199.16666666666666	1.8633899812498247	1195	29432
9.429303884506226	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	30632
9.757488012313843	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	31832
10.102086782455444	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	33032
10.449826002120972	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	34232
10.803951978683472	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	35432
11.143510818481445	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	36632
11.471298933029175	34	193.0	15.652476	200.0	158.0	193.0	15.652475842498529	1158	37790
11.818784952163696	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	38990
12.155604839324951	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	40190
12.49342393875122	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	41390
12.795973777770996	38	176.33333	30.014812	200.0	118.0	176.33333333333334	30.01481115864114	1058	42448
13.11241102218628	39	186.5	19.864122	200.0	150.0	186.5	19.864121760937063	1119	43567
13.456955671310425	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	44767
13.795861959457397	41	190.5	10.111875	200.0	175.0	190.5	10.111874208078342	1143	45910
14.122418880462646	42	193.0	15.652476	200.0	158.0	193.0	15.652475842498529	1158	47068
14.43428087234497	43	184.33333	17.894753	200.0	152.0	184.33333333333334	17.8947540419594	1106	48174
14.740648746490479	44	158.28572	30.367813	200.0	119.0	158.28571428571428	30.36781325075372	1108	49282
15.067066669464111	45	185.16667	21.835876	200.0	145.0	185.16666666666666	21.835877714338746	1111	50393
15.408617973327637	46	197.33333	5.962848	200.0	184.0	197.33333333333334	5.962847939999438	1184	51577
15.745556831359863	47	171.42857	31.363567	200.0	110.0	171.42857142857142	31.363569143000213	1200	52777
16.05628776550293	48	149.85715	50.212204	200.0	72.0	149.85714285714286	50.21220276110628	1049	53826
16.39304804801941	49	169.85715	35.762825	200.0	112.0	169.85714285714286	35.76282415912836	1189	55015
16.73471689224243	50	169.57143	41.96549	200.0	90.0	169.57142857142858	41.9654863050141	1187	56202
17.041476011276245	51	184.0	22.744963	200.0	148.0	184.0	22.744962812309307	1104	57306
17.347002744674683	52	187.5	26.631748	200.0	128.0	187.5	26.63174797117155	1125	58431
17.671108961105347	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	59631
18.01491689682007	54	192.16667	17.515867	200.0	153.0	192.16666666666666	17.515865823748353	1153	60784
18.31063175201416	55	179.16667	46.58475	200.0	75.0	179.16666666666666	46.58474953124561	1075	61859
18.61101198196411	56	180.16667	36.149765	200.0	101.0	180.16666666666666	36.1497656362466	1081	62940
18.94779109954834	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	64140
