Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
6.869509935379028	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020817768	-0.020817768	-0.6933274	0.05408114	0.00031758018	0.00014620589	0.6933592	1008	1008
13.90464997291565	1	-0.4092544	0.08912	-0.21993938	-0.6060788	21.0	0.0	-0.019488307	-0.019488307	-0.019491034	-0.019491034	-0.6910256	0.031478025	0.00013297233	0.00010881362	0.69103885	1008	2016
16.95188879966736	2	-0.42482734	0.08061173	-0.22337304	-0.5957189	21.0	0.0	-0.020229872	-0.020229872	-0.020229358	-0.020229358	-0.6915107	0.034263697	0.00015402886	0.00010885818	0.69152606	1008	3024
19.986247777938843	3	-0.42140153	0.08963629	-0.2845628	-0.6269693	21.0	0.0	-0.02006674	-0.02006674	-0.0200663	-0.0200663	-0.6923151	0.022195928	0.0003784466	0.00056349905	0.69235295	1008	4032
23.02298378944397	4	-0.4262412	0.0767938	-0.25803176	-0.62158966	21.0	0.0	-0.020297201	-0.020297201	-0.020298297	-0.020298297	-0.6959573	0.028832966	0.00027257347	0.00022989108	0.6959846	1008	5040
26.09942889213562	5	-0.41816625	0.081308946	-0.17392728	-0.5769494	21.0	0.0	-0.019912677	-0.019912677	-0.019918945	-0.019918945	-0.69416225	0.021110686	0.0005685574	0.00077635143	0.6942191	1008	6048
29.23598074913025	6	-0.44569063	0.096902326	-0.24081165	-0.67937946	21.0	0.0	-0.021223363	-0.021223363	-0.021220496	-0.021220496	-0.6918247	0.021026798	0.00016867559	0.00022550739	0.6918415	1008	7056
32.34899377822876	7	-0.42052177	0.08652626	-0.23345096	-0.6106174	21.0	0.0	-0.020024847	-0.020024847	-0.02002482	-0.02002482	-0.69499403	0.021909473	0.00021627129	0.00029768713	0.69501567	1008	8064
35.50681781768799	8	-0.43612862	0.08941006	-0.25619692	-0.5950895	21.0	0.0	-0.02076803	-0.02076803	-0.02076617	-0.02076617	-0.69003326	0.019155506	0.0007800071	0.0010434163	0.6901112	1008	9072
38.68409585952759	9	-0.42398795	0.10002031	-0.27574348	-0.69219553	21.0	0.0	-0.020189902	-0.020189902	-0.020195087	-0.020195087	-0.69445246	0.032555483	0.0019864917	0.0028928125	0.6946511	1008	10080
41.84958267211914	10	-0.48990163	0.1027063	-0.2907888	-0.722547	21.0	0.0	-0.023328649	-0.023328649	-0.023252688	-0.023252688	-0.66879475	0.18507768	0.17244941	0.21516596	0.6860398	1008	11088
44.99364185333252	11	-0.46088156	0.12147714	-0.15909098	-0.84083	21.0	0.0	-0.021946741	-0.021946741	-0.021945693	-0.021945693	-0.6854173	0.052265946	0.012444555	0.015011373	0.6866618	1008	12096
48.10015368461609	12	-0.45218635	0.106965914	-0.23087272	-0.7183099	21.0	0.0	-0.021532683	-0.021532683	-0.021535518	-0.021535518	-0.69433933	0.014114403	0.0005069136	0.0007805172	0.69439006	1008	13104
51.18282079696655	13	-0.5091233	0.10612802	-0.27395988	-0.8312175	21.0	0.0	-0.024243968	-0.024243968	-0.02410304	-0.02410304	-0.6935595	0.2315933	0.28754157	0.24531333	0.72231364	1008	14112
54.24304676055908	14	-0.51343477	0.11322587	-0.2703995	-0.91095537	21.0	0.0	-0.024449274	-0.024449274	-0.024309551	-0.024309551	-0.6890441	0.26002258	0.26342404	0.20988588	0.7153865	1008	15120
57.33704876899719	15	-0.5369639	0.1495935	-0.2818362	-0.9322647	21.0	0.0	-0.025569707	-0.025569707	-0.02547532	-0.02547532	-0.642985	0.22476739	0.18055075	0.186808	0.66104007	1008	16128
60.45509481430054	16	-0.5380754	0.121446334	-0.2505651	-0.95932305	21.0	0.0	-0.025622636	-0.025622636	-0.02552434	-0.02552434	-0.6712197	0.20160003	0.18602389	0.18592481	0.6898222	1008	17136
63.50129795074463	17	-0.5240803	0.13427876	-0.26463094	-0.83823586	21.0	0.0	-0.024956204	-0.024956204	-0.024948211	-0.024948211	-0.68637514	0.06251154	0.015531281	0.016371323	0.6879282	1008	18144
66.57512283325195	18	-0.6062049	0.13083267	-0.35533774	-1.0485537	21.0	0.0	-0.028866902	-0.028866902	-0.028778322	-0.028778322	-0.63937604	0.19576378	0.21510963	0.17280643	0.660887	1008	19152
69.67934584617615	19	-0.5809771	0.11708483	-0.37886757	-0.8855037	21.0	0.0	-0.027665578	-0.027665578	-0.02759552	-0.02759552	-0.70115066	0.207655	0.15132791	0.14660528	0.7162833	1008	20160
72.75510478019714	20	-0.58658296	0.122134335	-0.29749855	-0.7875379	21.0	0.0	-0.027932521	-0.027932521	-0.027851434	-0.027851434	-0.6989914	0.18747912	0.13295402	0.121384196	0.71228683	1008	21168
75.84523582458496	21	-0.6311181	0.12681279	-0.42759633	-0.93225676	21.0	0.0	-0.030053243	-0.030053243	-0.030008271	-0.030008271	-0.6627005	0.17799868	0.124057025	0.11578501	0.67510617	1008	22176
78.91730570793152	22	-0.5820385	0.13849889	-0.35241967	-0.9831722	21.0	0.0	-0.027716123	-0.027716123	-0.027683508	-0.027683508	-0.68489105	0.13609698	0.08452898	0.07564573	0.693344	1008	23184
82.00337100028992	23	-0.5751011	0.116120696	-0.32835776	-0.84088314	21.0	0.0	-0.027385764	-0.027385764	-0.02739242	-0.02739242	-0.69456697	0.046250317	0.010391741	0.013417917	0.6956061	1008	24192
85.09419870376587	24	-0.56913394	0.12934533	-0.24665205	-0.9336378	21.0	0.0	-0.027101615	-0.027101615	-0.027094357	-0.027094357	-0.6931236	0.012422716	0.0004414182	0.00043811122	0.6931677	1008	25200
88.18850874900818	25	-0.585946	0.1442763	-0.33116254	-0.9078166	21.0	0.0	-0.027902192	-0.027902192	-0.027891602	-0.027891602	-0.6934571	0.055079225	0.013846146	0.010895952	0.6948418	1008	26208
91.310617685318	26	-0.5472788	0.12155484	-0.3020202	-0.9259928	21.0	0.0	-0.026060898	-0.026060898	-0.026049629	-0.026049629	-0.6932581	0.032497555	0.0034745801	0.0032742661	0.69360554	1008	27216
94.41813468933105	27	-0.55718565	0.12341499	-0.3023301	-0.793136	21.0	0.0	-0.02653265	-0.02653265	-0.026531586	-0.026531586	-0.6938359	0.0139758205	0.0004084164	0.00037806024	0.69387674	1008	28224
97.51719975471497	28	-0.55303764	0.10881582	-0.27940345	-0.7816687	21.0	0.0	-0.026335128	-0.026335128	-0.026340935	-0.026340935	-0.69161946	0.021442955	0.0019199016	0.001745166	0.69181144	1008	29232
100.6472818851471	29	-0.53340554	0.10034835	-0.2997402	-0.7711268	21.0	0.0	-0.025400264	-0.025400264	-0.025392726	-0.025392726	-0.6931138	0.01673196	0.0005787489	0.00053449965	0.69317174	1008	30240
103.73895502090454	30	-0.5175591	0.10317267	-0.3371463	-0.7366851	21.0	0.0	-0.024645673	-0.024645673	-0.024642464	-0.024642464	-0.69251096	0.028299857	0.002715341	0.0025171463	0.6927825	1008	31248
106.8424859046936	31	-0.49653116	0.08935379	-0.27201527	-0.6860813	21.0	0.0	-0.023644341	-0.023644341	-0.023640761	-0.023640761	-0.69030976	0.018921455	0.0018732621	0.0022651101	0.69049716	1008	32256
109.95930480957031	32	-0.47475448	0.104102865	-0.2932848	-0.79994947	21.0	0.0	-0.022607356	-0.022607356	-0.022607688	-0.022607688	-0.6937773	0.012471554	0.0008550035	0.00093073753	0.69386286	1008	33264
113.06326293945312	33	-0.4642649	0.10203655	-0.3023798	-0.6744766	21.0	0.0	-0.02210785	-0.02210785	-0.022105152	-0.022105152	-0.6931375	0.0075199506	0.00017617506	0.00018222319	0.69315517	1008	34272
116.14456868171692	34	-0.48837733	0.0903749	-0.2874057	-0.7295068	21.0	0.0	-0.023256063	-0.023256063	-0.023250625	-0.023250625	-0.69309926	0.015620011	0.00060646934	0.00083155045	0.69315994	1008	35280
119.28186392784119	35	-0.48153198	0.08913205	-0.25783315	-0.6547994	21.0	0.0	-0.022930093	-0.022930093	-0.022925634	-0.022925634	-0.6924515	0.0096331835	0.0003709964	0.00046954752	0.69248855	1008	36288
122.5862808227539	36	-0.44470224	0.07484894	-0.3170034	-0.6082093	21.0	0.0	-0.0211763	-0.0211763	-0.021179376	-0.021179376	-0.6925224	0.010783886	0.0003058646	0.00025577738	0.69255304	1008	37296
125.66247391700745	37	-0.45621172	0.08465276	-0.28876433	-0.65559405	21.0	0.0	-0.021724368	-0.021724368	-0.021723501	-0.021723501	-0.6927465	0.010430402	0.00045439592	0.00042492247	0.69279194	1008	38304
128.74162101745605	38	-0.47079638	0.09235216	-0.25290057	-0.75347584	21.0	0.0	-0.022418877	-0.022418877	-0.022419577	-0.022419577	-0.693438	0.008866937	0.0001219525	0.0001153995	0.6934502	1008	39312
132.64715790748596	39	-0.45602974	0.08854657	-0.29388803	-0.67970735	21.0	0.0	-0.021715702	-0.021715702	-0.02170991	-0.02170991	-0.69437724	0.0130144125	0.00040702068	0.00034037852	0.69441795	1008	40320
