,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-155.2131324188078,29.493794864413573,-205.28971466340028,-107.64437847381478,,
1,52.79038995553326,41.42756169625239,-51.00968844379834,99.57999680572354,,
