Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.9149510860443115	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019692782	-0.019692782	1008	1008
3.7011640071868896	1	-0.40485892	0.08259604	-0.29320493	-0.657525	21.0	0.0	-0.019278998	-0.019278998	-0.019278998	-0.019278998	1008	2016
4.075387001037598	2	-0.41975376	0.070340835	-0.29812744	-0.54269326	21.0	0.0	-0.019988274	-0.019988274	-0.019988274	-0.019988274	1008	3024
4.473940849304199	3	-0.43885252	0.08856198	-0.29661092	-0.65147287	21.0	0.0	-0.02089774	-0.02089774	-0.02089774	-0.02089774	1008	4032
4.869537830352783	4	-0.41270325	0.084880725	-0.2619873	-0.632418	21.0	0.0	-0.019652534	-0.019652534	-0.019652534	-0.019652534	1008	5040
5.263699054718018	5	-0.4112605	0.093506455	-0.26369983	-0.6027685	21.0	0.0	-0.019583832	-0.019583832	-0.019583832	-0.019583832	1008	6048
5.648071050643921	6	-0.4016761	0.07883605	-0.22610977	-0.57674056	21.0	0.0	-0.019127436	-0.019127436	-0.019127436	-0.019127436	1008	7056
6.020035982131958	7	-0.4086568	0.10207561	-0.16342808	-0.7325888	21.0	0.0	-0.019459845	-0.019459845	-0.019459845	-0.019459845	1008	8064
6.397371053695679	8	-0.4186151	0.10660703	-0.21595855	-0.6992402	21.0	0.0	-0.019934053	-0.019934053	-0.019934053	-0.019934053	1008	9072
6.770371913909912	9	-0.4462172	0.094469264	-0.2508086	-0.6842365	21.0	0.0	-0.02124844	-0.02124844	-0.02124844	-0.02124844	1008	10080
7.15087103843689	10	-0.45361874	0.10062437	-0.17654033	-0.6628319	21.0	0.0	-0.02160089	-0.02160089	-0.02160089	-0.02160089	1008	11088
7.524317026138306	11	-0.44960943	0.1003031	-0.27467665	-0.69961303	21.0	0.0	-0.021409974	-0.021409974	-0.021409974	-0.021409974	1008	12096
7.894315958023071	12	0.334054	5.684893	39.301563	-0.71053994	21.0	0.0	0.015907332	0.015907332	0.015907332	0.015907332	1008	13104
8.263412237167358	13	0.32961667	3.9684858	19.389153	-0.71924627	21.0	0.0	0.015696034	0.015696034	0.015696034	0.015696034	1008	14112
8.628862142562866	14	2.8140895	9.143535	39.209385	-0.78291047	21.0	0.0	0.13400425	0.13400425	0.13400425	0.13400425	1008	15120
8.993875980377197	15	2.7899005	8.924365	39.34924	-0.7408268	21.0	0.0	0.13285242	0.13285242	0.13285242	0.13285242	1008	16128
9.362082958221436	16	2.987523	9.185212	39.34777	-0.70382893	21.0	0.0	0.14226301	0.14226301	0.14226301	0.14226301	1008	17136
9.728749990463257	17	3.996458	11.117451	39.344063	-0.8345548	21.0	0.0	0.19030753	0.19030753	0.19030753	0.19030753	1008	18144
10.097357988357544	18	9.992631	17.868593	59.264076	-0.8115586	21.0	0.0	0.47583959	0.47583959	0.47583959	0.47583959	1008	19152
10.462249994277954	19	13.0907545	20.868755	79.28839	-0.89900666	21.0	0.0	0.6233693	0.6233693	0.6233693	0.6233693	1008	20160
10.831561803817749	20	12.044136	20.916086	69.16476	-0.7985286	21.0	0.0	0.57353026	0.57353026	0.57353026	0.57353026	1008	21168
11.202095985412598	21	13.450127	18.408503	59.146683	-0.8685339	21.0	0.0	0.6404822	0.6404822	0.6404822	0.6404822	1008	22176
