Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar	Seed
5.979121208190918	0	-0.442782	0.094406314	-0.2877283	-0.73524743	21.0	0.0	-0.02108486	-0.02108486	-0.0210813	-0.0210813	-0.69448626	0.03150434	0.00015800179	0.000108197375	0.69450206	1008	1008	30
11.253957033157349	1	-0.44250607	0.092114635	-0.27359933	-0.6483872	21.0	0.0	-0.021071719	-0.021071719	-0.021077162	-0.021077162	-0.69435805	0.02111413	8.040365e-05	8.70148e-05	0.69436604	1008	2016	30
13.792327165603638	2	-0.4319146	0.085991696	-0.25028458	-0.7726476	21.0	0.0	-0.020567361	-0.020567361	-0.020562546	-0.020562546	-0.6937561	0.038527075	0.00033942843	0.00023270037	0.69378996	1008	3024	30
16.498229026794434	3	-0.4277698	0.10600836	-0.19809003	-0.80100775	21.0	0.0	-0.020369992	-0.020369992	-0.020372981	-0.020372981	-0.6952027	0.017466841	9.7241806e-05	6.042413e-05	0.6952124	1008	4032	30
19.294860124588013	4	-0.46438244	0.07615307	-0.28257278	-0.66066295	21.0	0.0	-0.02211345	-0.02211345	-0.02211665	-0.02211665	-0.69199514	0.02421863	0.00040505268	0.00043955795	0.69203556	1008	5040	30
22.001250982284546	5	-0.47284797	0.12240532	-0.28752804	-0.9094907	21.0	0.0	-0.022516571	-0.022516571	-0.02251564	-0.02251564	-0.6952017	0.026305163	0.00037556977	0.00045858038	0.69523925	1008	6048	30
24.579533100128174	6	-0.4691874	0.11304859	-0.26465207	-0.7293418	21.0	0.0	-0.022342257	-0.022342257	-0.022342825	-0.022342825	-0.69312	0.023457864	0.00023741732	0.00011699961	0.6931437	1008	7056	30
27.29613208770752	7	-0.4968773	0.119151644	-0.26001883	-0.82216007	21.0	0.0	-0.023660826	-0.023660826	-0.02365921	-0.02365921	-0.6913023	0.021730144	0.00041698315	0.00037991346	0.69134396	1008	8064	30
30.580777883529663	8	0.9160045	8.58904	59.009018	-1.0682656	21.0	0.0	0.043619264	0.043619264	0.043617424	0.043617424	-0.69317114	0.023664603	0.0016634929	0.0019226959	0.69333756	1008	9072	30
35.13907599449158	9	0.6812179	4.801279	29.210567	-0.8997596	21.0	0.0	0.03243895	0.03243895	0.03243669	0.03243669	-0.69237995	0.01090321	9.876186e-05	8.139011e-05	0.69238985	1008	10080	30
38.926462173461914	10	1.8633142	6.852786	29.12453	-1.1850407	21.0	0.0	0.08872925	0.08872925	0.08873241	0.08873241	-0.6969923	0.028022898	0.0015203208	0.002073567	0.6971443	1008	11088	30
42.0081672668457	11	8.317074	15.493725	59.128086	-0.80411494	21.0	0.0	0.39605114	0.39605114	0.39604867	0.39604867	-0.69260985	0.014174922	0.0009314442	0.0010664735	0.692703	1008	12096	30
45.628462076187134	12	8.258597	16.141003	58.98823	-0.9460571	21.0	0.0	0.39326653	0.39326653	0.39327106	0.39327106	-0.6932281	0.013985518	0.00086476427	0.0011563858	0.6933147	1008	13104	30
48.9396550655365	13	12.1726885	18.612774	59.130997	-0.9509473	21.0	0.0	0.5796519	0.5796519	0.5796545	0.5796545	-0.69613373	0.023966033	0.00041265765	0.00044806662	0.69617504	1008	14112	30
51.69562911987305	14	21.960066	25.809607	89.117935	-0.90200704	21.0	0.0	1.0457172	1.0457172	1.0457234	1.0457234	-0.69421256	0.099913225	0.058374386	0.054879	0.70005006	1008	15120	30
54.900519132614136	15	25.411444	22.956099	68.98604	-1.120068	21.0	0.0	1.2100687	1.2100687	1.2100854	1.2100854	-0.68722844	0.1027814	0.05139259	0.049474377	0.6923677	1008	16128	30
