Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
26.858968019485474	0	-248.06238	139.8965	192.51677	-730.40234	120.53453453453453	35.08269308237996	40138	40138
53.105021953582764	1	-197.00467	112.94442	153.13843	-526.40717	112.02793296089385	55.75825015164267	40106	80244
77.41998267173767	2	-177.257	108.16964	135.68295	-624.78937	107.04812834224599	28.913901958113875	40036	120280
102.98750591278076	3	-162.43433	103.322235	223.50304	-690.7943	108.60704607046071	29.951723653420775	40076	160356
130.82747387886047	4	-141.08148	91.69785	160.7048	-472.6074	108.23243243243243	57.93118029904128	40046	200402
157.29350399971008	5	-123.32938	95.299706	216.46564	-458.61682	113.41643059490085	71.78997903474358	40036	240438
179.8899748325348	6	-132.82881	86.04504	236.66306	-360.68253	107.8225806451613	25.373568624419388	40110	280548
204.772775888443	7	-123.0866	83.19362	186.35585	-336.40244	113.6875	54.505984476477444	40018	320566
228.7834668159485	8	-108.997475	98.93449	182.51273	-505.21887	119.77844311377245	48.45300225492972	40006	360572
257.022442817688	9	-95.2779	89.003784	199.74374	-290.75854	129.47096774193548	90.69508004420507	40136	400708
286.1851236820221	10	-78.66748	105.81907	179.37234	-456.93317	142.3404255319149	95.50216883558818	40140	440848
323.8039836883545	11	-59.028423	104.32913	200.59515	-320.1036	171.18803418803418	156.9101725509909	40058	480906
358.82404685020447	12	-55.812973	118.27816	192.58313	-470.5614	181.5656108597285	129.20180116283933	40126	521032
394.8731508255005	13	-53.08632	116.5064	210.23584	-332.38672	186.62325581395348	127.95247089448615	40124	561156
437.587810754776	14	-52.89125	120.51786	205.70657	-321.66074	228.74285714285713	176.7361136767215	40030	601186
497.02430272102356	15	-34.848373	124.44777	233.94446	-286.4184	329.1707317073171	268.18470480498047	40488	641674
547.494815826416	16	-58.91482	142.77792	221.61339	-440.19592	348.4086956521739	219.33741708400163	40067	681741
605.852823972702	17	-14.498027	140.20322	249.4432	-449.2356	384.9047619047619	245.65610976126473	40415	722156
668.1812229156494	18	-32.269165	151.4501	237.39412	-535.49457	441.0	283.43101957468036	40131	762287
734.1978957653046	19	-59.123936	126.9649	207.40813	-269.75162	485.2142857142857	281.3113455395137	40758	803045
805.6960258483887	20	-27.831537	116.669	224.95518	-188.69514	517.9358974358975	316.64132178237895	40399	843444
889.0168488025665	21	-41.076733	128.82828	218.12717	-457.0352	598.4558823529412	293.95109806502376	40695	884139
965.729740858078	22	44.925613	121.68999	243.84807	-248.2365	556.875	290.24744890734564	40095	924234
1049.2706890106201	23	16.80147	139.18106	242.99765	-470.8516	580.2028985507246	313.3068866287329	40034	964268
1144.6591637134552	24	26.616724	145.42015	222.68741	-535.4051	533.5066666666667	319.09828677418847	40013	1004281
1229.7428328990936	25	-1.3112866	118.679955	219.14586	-211.88889	534.3733333333333	337.73791706324926	40078	1044359
1307.705083847046	26	26.653887	134.12535	214.70914	-476.50128	494.2098765432099	310.98635260633574	40031	1084390
1392.973555803299	27	22.673613	127.055695	220.5832	-325.64868	532.4025974025974	346.3659299005185	40995	1125385
1469.262324810028	28	3.2779665	147.8802	240.17319	-544.9683	455.8068181818182	312.98775963411913	40111	1165496
1534.5463678836823	29	23.458874	122.82302	216.44095	-269.8312	435.3695652173913	324.19726004633367	40054	1205550
1600.9782447814941	30	22.220718	148.66957	229.50378	-751.1027	430.968085106383	317.2744114688875	40511	1246061
1667.2808129787445	31	38.50175	131.15561	212.281	-262.07013	415.0	322.2158782011657	40255	1286316
1744.0766787528992	32	43.934696	125.40899	230.53818	-302.48764	425.6276595744681	315.80875521942994	40009	1326325
1803.1479048728943	33	56.311306	120.82654	249.27155	-272.05438	337.33613445378154	273.7754179078242	40143	1366468
1868.8643877506256	34	65.420204	130.80615	248.24492	-357.67908	347.03418803418805	287.01930997977087	40603	1407071
1924.0096497535706	35	104.6273	106.907585	239.49454	-113.8468	293.5985401459854	204.4691349596645	40223	1447294
1984.2311537265778	36	100.6888	115.80171	249.02286	-321.3977	271.1756756756757	164.723384685907	40134	1487428
2046.9424278736115	37	118.06506	99.81627	250.7265	-98.33862	289.4357142857143	198.68572494247886	40521	1527949
2099.8299667835236	38	123.50871	100.50394	238.62622	-175.43549	265.7987012987013	145.93043974807526	40933	1568882
2140.4784829616547	39	140.60393	84.404274	255.92444	-79.2605	244.05454545454546	73.5997574555831	40269	1609151
2181.29838681221	40	129.2016	102.986015	253.35422	-320.7583	266.42384105960264	133.53112775907533	40230	1649381
2221.044755935669	41	135.80013	93.70433	245.5758	-118.50499	233.31976744186048	81.21702954625964	40131	1689512
2264.3025748729706	42	136.74321	89.078674	247.70782	-92.697495	249.59627329192546	133.0778681536597	40185	1729697
2304.4609327316284	43	133.5703	87.74712	257.41858	-99.20658	252.44654088050314	125.79091406123709	40139	1769836
2355.310707807541	44	134.63219	91.055534	261.7984	-93.15313	272.10738255033556	180.59335985398326	40544	1810380
2395.0024247169495	45	136.21133	89.97009	266.84015	-130.14937	238.76190476190476	131.43993006472385	40112	1850492
2432.9922938346863	46	109.682	113.55848	270.992	-137.23419	228.9257142857143	133.49397063507536	40062	1890554
2479.772469997406	47	98.929535	109.998634	269.05225	-128.6964	256.9299363057325	183.9291650778581	40338	1930892
2521.2530739307404	48	116.11498	107.724846	272.9269	-106.88525	226.12429378531073	142.95416802449208	40024	1970916
2557.620055913925	49	119.15795	109.32685	256.37674	-200.52634	216.87027027027028	115.15326770043964	40121	2011037
2592.2952888011932	50	144.46983	96.212074	258.84857	-139.87793	222.35	84.84289238874926	40023	2051060
2628.8205218315125	51	157.04594	83.160225	253.95982	-111.705605	228.9542857142857	75.99555003083928	40067	2091127
2664.109005689621	52	148.81966	94.513596	264.69345	-301.5938	231.39884393063585	49.486115280954515	40032	2131159
2700.597264766693	53	157.13673	78.98442	262.0215	-140.84055	250.31055900621118	58.39352853032324	40300	2171459
2735.3090827465057	54	158.20541	75.00814	277.43228	-95.10675	245.3170731707317	45.45484976373177	40232	2211691
2769.6822288036346	55	187.39178	39.972553	253.74513	-45.832565	247.87037037037038	38.9257188915099	40155	2251846
2804.4658539295197	56	181.2654	48.18278	263.55115	-71.31623	242.5843373493976	35.34991345374696	40269	2292115
2839.6798148155212	57	175.22052	55.86177	257.6176	-107.36218	244.46951219512195	71.13148455419721	40093	2332208
2875.7728078365326	58	181.08229	54.423897	262.406	-94.28139	236.61176470588236	83.73264092162233	40224	2372432
2909.6489226818085	59	163.07976	74.71782	249.21877	-115.71781	223.53631284916202	82.51901808784115	40013	2412445
2944.606705904007	60	148.9482	86.37438	249.91423	-249.44208	220.9835164835165	98.8609565970444	40219	2452664
2974.4485790729523	61	153.08241	83.84565	259.63568	-70.718544	199.65671641791045	43.43630972070961	40131	2492795
3006.2282197475433	62	150.18173	86.38992	253.33508	-171.89326	195.56585365853658	76.63847218853738	40091	2532886
