Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar	Seed
20.88425898551941	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.1380824e-05	1.1380824e-05	-0.6901355	0.043978743	0.0024715646	0.00085309485	0.6903826	30049	30049	11
40.54485297203064	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.1601667e-07	8.1601667e-07	-0.69575095	0.034051333	0.001942184	0.000947416	0.6959452	30049	60098	11
58.091825008392334	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.7353519e-05	-1.7353519e-05	-0.6906176	0.028751861	0.0015177528	0.0006752628	0.6907694	30049	90147	11
75.37116289138794	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.596796e-05	3.596796e-05	-0.69522387	0.11813947	0.07493877	0.06827645	0.7027178	30049	120196	11
92.74026298522949	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00014597658	0.00014597658	-0.6281848	0.23378013	0.39762348	0.25219718	0.6679471	30049	150245	11
110.36715197563171	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00042642353	0.00042642353	-0.6067059	0.3932179	0.5722679	0.26552287	0.6639327	30049	180294	11
128.2670600414276	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0011994907	0.0011994907	-0.3384542	0.5091464	1.1438246	0.46013415	0.4528366	30049	210343	11
145.91404175758362	7	0.5125628	2.6521237	25.0	0.0	151.0	0.0	0.0033944556	0.0033944556	0.0050697643	0.0050697643	-0.37579963	0.6913682	1.158438	0.42590865	0.4916434	30049	240392	11
163.20146989822388	8	1.9698492	4.530089	26.0	0.0	151.0	0.0	0.013045359	0.013045359	0.014371579	0.014371579	-0.3328627	0.52608925	1.0917853	0.5865004	0.44204125	30049	270441	11
180.70156002044678	9	3.9899497	6.0691075	24.0	0.0	151.0	0.0	0.026423508	0.026423508	0.027694391	0.027694391	-0.41651964	0.56021416	1.0349973	0.61589503	0.52001935	30049	300490	11
198.33536005020142	10	3.839196	5.985264	32.0	0.0	151.0	0.0	0.02542514	0.02542514	0.026387956	0.026387956	-0.39861518	0.4957834	0.94897056	0.61625314	0.4935122	30049	330539	11
216.3104350566864	11	4.0954776	6.254721	25.0	0.0	151.0	0.0	0.027122367	0.027122367	0.02786049	0.02786049	-0.47251144	0.4331424	1.0345514	0.78698236	0.5759666	30049	360588	11
233.79825592041016	12	5.432161	7.5431204	30.0	0.0	151.0	0.0	0.035974573	0.035974573	0.036603276	0.036603276	-0.53423107	0.43233582	0.7179978	0.3584079	0.6060308	30049	390637	11
251.59151005744934	13	11.381909	9.241315	36.0	0.0	151.0	0.0	0.07537688	0.07537688	0.0758271	0.0758271	-0.45769864	0.3500106	0.833007	0.4511433	0.54099935	30049	420686	11
269.0460159778595	14	16.005026	8.913034	40.0	0.0	151.0	0.0	0.10599355	0.10599355	0.106589444	0.106589444	-0.4800437	0.4038485	0.86676437	0.5748575	0.5667201	30049	450735	11
286.52853775024414	15	21.0603	10.40083	42.0	0.0	151.0	0.0	0.1394722	0.1394722	0.14033422	0.14033422	-0.5299489	0.5560069	0.795506	0.37341622	0.6094995	30049	480784	11
304.0004379749298	16	21.60804	9.39192	43.0	0.0	151.0	0.0	0.1430996	0.1430996	0.14413741	0.14413741	-0.37936676	0.43676206	0.93242234	0.39383683	0.47260898	30049	510833	11
321.40071296691895	17	20.055277	10.8258	46.0	0.0	151.0	0.0	0.1328164	0.1328164	0.13377175	0.13377175	-0.3911516	0.503091	0.96445787	0.44145834	0.48759738	30049	540882	11
338.7012460231781	18	7.0854273	10.693432	43.0	0.0	151.0	0.0	0.046923358	0.046923358	0.048360586	0.048360586	-0.35595515	0.5347215	1.054049	0.33526802	0.4613601	30049	570931	11
356.19354605674744	19	1.4070352	5.725737	43.0	0.0	151.0	0.0	0.009318113	0.009318113	0.011294543	0.011294543	-0.17069814	0.34579277	1.10145	0.260634	0.28084314	30049	600980	11
373.6271059513092	20	0.9045226	4.5650992	40.0	0.0	151.0	0.0	0.005990216	0.005990216	0.007878177	0.007878177	-0.27880925	0.562172	1.0241983	0.2869177	0.3812291	30049	631029	11
391.03564190864563	21	2.8643217	7.2809157	43.0	0.0	151.0	0.0	0.018969018	0.018969018	0.020905387	0.020905387	-0.20067781	0.46038368	1.1229186	0.20093721	0.31296968	30049	661078	11
408.33049607276917	22	13.643216	14.018235	49.0	0.0	151.0	0.0	0.09035242	0.09035242	0.09203912	0.09203912	-0.28105527	0.7387656	0.9970041	0.1874026	0.38075566	30049	691127	11
425.8421597480774	23	26.130653	12.822444	57.0	0.0	151.0	0.0	0.17305069	0.17305069	0.17528577	0.17528577	-0.24976376	0.73384315	1.1458809	0.41440675	0.36435184	30049	721176	11
443.13631796836853	24	30.180904	11.337554	52.0	0.0	151.0	0.0	0.19987354	0.19987354	0.20193836	0.20193836	-0.23181307	0.5150232	1.0528613	0.30734605	0.3370992	30049	751225	11
460.4660539627075	25	31.361809	10.255027	50.0	0.0	151.0	0.0	0.2076941	0.2076941	0.20948766	0.20948766	-0.26949647	0.5614969	1.1242023	0.6441843	0.3819167	30049	781274	11
477.7945079803467	26	31.306532	9.664809	53.0	0.0	151.0	0.0	0.20732804	0.20732804	0.20896235	0.20896235	-0.27441043	0.5377895	0.9798767	0.19652212	0.37239808	30049	811323	11
495.1705548763275	27	31.79397	9.279728	53.0	4.0	151.0	0.0	0.21055609	0.21055609	0.21196526	0.21196526	-0.32487905	0.5109082	0.9388885	0.16762137	0.41876793	30049	841372	11
512.578840970993	28	32.477386	8.274696	50.0	10.0	151.0	0.0	0.21508203	0.21508203	0.21667315	0.21667315	-0.31384945	0.55552304	0.9371958	0.20746118	0.40756905	30049	871421	11
529.9250380992889	29	32.63819	7.868246	52.0	14.0	151.0	0.0	0.21614696	0.21614696	0.2173085	0.2173085	-0.30563504	0.442587	0.9721771	0.23951478	0.4028527	30049	901470	11
547.2901120185852	30	34.82412	7.804407	51.0	6.0	151.0	0.0	0.23062332	0.23062332	0.23180303	0.23180303	-0.27194664	0.38313678	0.97224534	0.30867887	0.36917114	30049	931519	11
564.5460338592529	31	35.889446	8.09478	56.0	0.0	151.0	0.0	0.23767845	0.23767845	0.23890546	0.23890546	-0.30970302	0.4531414	0.9767051	0.29036865	0.40737352	30049	961568	11
581.8056299686432	32	36.748745	8.406577	53.0	3.0	151.0	0.0	0.24336916	0.24336916	0.24436837	0.24436837	-0.3472054	0.4041768	0.91260344	0.27014408	0.43846577	30049	991617	11
599.1214110851288	33	36.190956	8.230579	53.0	13.0	151.0	0.0	0.2396752	0.2396752	0.24060531	0.24060531	-0.4291313	0.49321404	0.886467	0.34359875	0.517778	30049	1021666	11
