Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.1601879596710205	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.018621812352021525	-0.018621812352021525	1008	1008
2.991940975189209	1	-0.4092579	0.08911808	-0.21993847	-0.60605484	21.0	0.0	-0.01948847	-0.01948847	-0.017567257508959173	-0.017567257508959173	1008	2016
3.4171650409698486	2	-0.42428336	0.08033136	-0.22298506	-0.5916121	21.0	0.0	-0.02020397	-0.02020397	-0.018520226326330727	-0.018520226326330727	1008	3024
3.8724560737609863	3	-0.41964817	0.08900625	-0.2855287	-0.619429	21.0	0.0	-0.019983247	-0.019983247	-0.018606470687173495	-0.018606470687173495	1008	4032
4.432168960571289	4	-0.42408085	0.07630714	-0.25912842	-0.6211157	21.0	0.0	-0.020194326	-0.020194326	-0.018782852267878056	-0.018782852267878056	1008	5040
4.958646059036255	5	-0.4155414	0.080890924	-0.17426306	-0.5771192	21.0	0.0	-0.019787686	-0.019787686	-0.01832540670795864	-0.01832540670795864	1008	6048
5.537569046020508	6	-0.44194773	0.09582027	-0.236507	-0.66909796	21.0	0.0	-0.02104513	-0.02104513	-0.01959103117696483	-0.01959103117696483	1008	7056
6.079125165939331	7	-0.41583943	0.08418714	-0.23086348	-0.59626085	21.0	0.0	-0.019801877	-0.019801877	-0.018246674644320324	-0.018246674644320324	1008	8064
6.541774034500122	8	-0.42864728	0.08724163	-0.25457707	-0.586886	21.0	0.0	-0.020411773	-0.020411773	-0.01906860156716699	-0.01906860156716699	1008	9072
7.124240875244141	9	-0.41623583	0.09788302	-0.26830214	-0.680593	21.0	0.0	-0.019820755	-0.019820755	-0.018570304040449723	-0.018570304040449723	1008	10080
7.678209066390991	10	-0.47814015	0.098642215	-0.28214917	-0.6945253	21.0	0.0	-0.022768578	-0.022768578	-0.021142885817727854	-0.021142885817727854	1008	11088
8.17456316947937	11	-0.44884482	0.11786778	-0.15299404	-0.82572174	21.0	0.0	-0.021373563	-0.021373563	-0.02003133635432524	-0.02003133635432524	1008	12096
8.67126202583313	12	-0.4404433	0.10416688	-0.22294965	-0.69391423	21.0	0.0	-0.02097349	-0.02097349	-0.019712806950433745	-0.019712806950433745	1008	13104
9.178190231323242	13	-0.49352422	0.10282901	-0.26770484	-0.800622	21.0	0.0	-0.023501154	-0.023501154	-0.02204576326828463	-0.02204576326828463	1008	14112
9.658143043518066	14	-0.49799967	0.1086835	-0.26487693	-0.87959516	21.0	0.0	-0.02371427	-0.02371427	-0.022215617030234454	-0.022215617030234454	1008	15120
10.093419075012207	15	-0.5223689	0.14546503	-0.27020708	-0.9038249	21.0	0.0	-0.024874711	-0.024874711	-0.023327006466651225	-0.023327006466651225	1008	16128
10.570080995559692	16	-0.5188597	0.11945628	-0.24238142	-0.9368976	21.0	0.0	-0.024707606	-0.024707606	-0.023405550717774344	-0.023405550717774344	1008	17136
10.992157936096191	17	-0.50609577	0.12915157	-0.26221597	-0.7975014	21.0	0.0	-0.0240998	-0.0240998	-0.022792566562131047	-0.022792566562131047	1008	18144
11.422587871551514	18	-0.5856421	0.12521426	-0.3529622	-0.9854006	21.0	0.0	-0.027887719	-0.027887719	-0.026467662630156267	-0.026467662630156267	1008	19152
11.906415939331055	19	-0.56180596	0.11479402	-0.36585763	-0.88272184	21.0	0.0	-0.026752666	-0.026752666	-0.025434399190507502	-0.025434399190507502	1008	20160
12.406958818435669	20	-0.5696985	0.12040729	-0.28235263	-0.7750355	21.0	0.0	-0.0271285	-0.0271285	-0.025781466503407076	-0.025781466503407076	1008	21168
13.00561809539795	21	0.016512195	4.247984	29.127739	-0.8811321	21.0	0.0	0.0007863007	0.0007863007	0.0020255363139741567	0.0020255363139741567	1008	22176
13.587843179702759	22	-0.3610333	1.4020474	9.204393	-0.9822309	21.0	0.0	-0.01719206	-0.01719206	-0.016010131822114436	-0.016010131822114436	1008	23184
14.29204797744751	23	1.3024495	6.926714	39.332855	-0.7642661	21.0	0.0	0.0620214	0.0620214	0.06335733061409611	0.06335733061409611	1008	24192
